,id,organization_id,url,type,species,age,gender,size,coat,tags,name,description,photos,status,status_changed_at,published_at,distance,breeds.primary,breeds.secondary,breeds.mixed,breeds.unknown,colors.primary,colors.secondary,colors.tertiary,attributes.spayed_neutered,attributes.house_trained,attributes.declawed,attributes.special_needs,attributes.shots_current,environment.children,environment.dogs,environment.cats,contact.email,contact.phone,contact.address.address1,contact.address.address2,contact.address.city,contact.address.state,contact.address.postcode,contact.address.country,_links.self.href,_links.type.href,_links.organization.href
71,45836668,TX2391,https://www.petfinder.com/dog/lizzy-45836668/tx/corpus-christi/furever-united-rescue-tx2391/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Baby,Female,Small,Short,[],Lizzy,I’m Lizzy. I’m about 7 months old and about 5.2 lbs. I love all dogs and people. I have tons...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/5/?bust=1567372909&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/5/?bust=1567372909&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/5/?bust=1567372909&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/5/?bust=1567372909'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/1/?bust=1567372902&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/1/?bust=1567372902&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/1/?bust=1567372902&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/1/?bust=1567372902'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/2/?bust=1567372904&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/2/?bust=1567372904&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/2/?bust=1567372904&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/2/?bust=1567372904'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/3/?bust=1567372905&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/3/?bust=1567372905&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/3/?bust=1567372905&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/3/?bust=1567372905'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/4/?bust=1567372907&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/4/?bust=1567372907&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/4/?bust=1567372907&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836668/4/?bust=1567372907'}]",adopted,2019-09-19T08:45:03+0000,2019-09-01T21:23:45+0000,4.353,Chihuahua,Miniature Pinscher,True,False,Black,White / Cream,Yellow / Tan / Blond / Fawn,True,False,,False,True,True,True,,pnwadoptions@gmail.com,,,,Corpus Christi,TX,78415,US,/v2/animals/45836668,/v2/types/dog,/v2/organizations/tx2391
72,45836130,TX1355,https://www.petfinder.com/dog/poppy-45836130/tx/corpus-christi/for-the-love-of-strays-tx1355/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Adult,Female,Small,Short,[],Poppy,"For the love of Poppy!!

Poppy is an approx seven year young Beagle/Terrier mix. She is the sweetest dog you&#039;ll...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/2/?bust=1567368974&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/2/?bust=1567368974&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/2/?bust=1567368974&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/2/?bust=1567368974'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/1/?bust=1567368971&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/1/?bust=1567368971&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/1/?bust=1567368971&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/1/?bust=1567368971'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/3/?bust=1567368975&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/3/?bust=1567368975&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/3/?bust=1567368975&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/3/?bust=1567368975'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/4/?bust=1567368977&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/4/?bust=1567368977&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/4/?bust=1567368977&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45836130/4/?bust=1567368977'}]",adopted,2019-11-21T18:32:08+0000,2019-09-01T20:16:36+0000,0.6011,Beagle,Terrier,True,False,White / Cream,Yellow / Tan / Blond / Fawn,,True,True,,False,True,True,True,True,fortheloveofstrays@yahoo.com,(361) 462-7911,P.O. Box 8122,,Corpus Christi,TX,78468,US,/v2/animals/45836130,/v2/types/dog,/v2/organizations/tx1355
73,45825948,TX2391,https://www.petfinder.com/dog/galaxy-aka-lexi-45825948/tx/corpus-christi/furever-united-rescue-tx2391/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Adult,Female,Medium,Medium,[],Galaxy aka Lexi,"Galaxy aka Lexi I’m about 1 1/2 yrs old and 51 lbs. 
I am a typical husky.  I’m full of...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/1/?bust=1567265627&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/1/?bust=1567265627&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/1/?bust=1567265627&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/1/?bust=1567265627'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/2/?bust=1567265631&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/2/?bust=1567265631&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/2/?bust=1567265631&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/2/?bust=1567265631'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/3/?bust=1567265633&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/3/?bust=1567265633&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/3/?bust=1567265633&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/3/?bust=1567265633'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/4/?bust=1567265634&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/4/?bust=1567265634&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/4/?bust=1567265634&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/4/?bust=1567265634'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/5/?bust=1567265636&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/5/?bust=1567265636&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/5/?bust=1567265636&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/5/?bust=1567265636'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/6/?bust=1567265637&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/6/?bust=1567265637&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/6/?bust=1567265637&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825948/6/?bust=1567265637'}]",adopted,2019-09-17T11:55:14+0000,2019-08-31T15:37:38+0000,4.353,Siberian Husky,,False,False,"Tricolor (Brown, Black, & White)",,,True,True,,False,True,True,True,,pnwadoptions@gmail.com,,,,Corpus Christi,TX,78415,US,/v2/animals/45825948,/v2/types/dog,/v2/organizations/tx2391
74,45825752,TX2391,https://www.petfinder.com/dog/sugar-45825752/tx/corpus-christi/furever-united-rescue-tx2391/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Adult,Female,Medium,Short,[],Sugar,Sugar is about 2 yo and 38 lbs. Her name is perfect for her. She loves to give kisses. She...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825752/1/?bust=1567264275&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825752/1/?bust=1567264275&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825752/1/?bust=1567264275&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825752/1/?bust=1567264275'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825752/2/?bust=1567264278&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825752/2/?bust=1567264278&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825752/2/?bust=1567264278&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45825752/2/?bust=1567264278'}]",adopted,2019-09-09T03:10:29+0000,2019-08-31T15:21:20+0000,4.353,American Bulldog,Staffordshire Bull Terrier,True,False,Brown / Chocolate,White / Cream,,True,False,,False,True,True,True,True,pnwadoptions@gmail.com,,,,Corpus Christi,TX,78415,US,/v2/animals/45825752,/v2/types/dog,/v2/organizations/tx2391
75,45788140,TX1355,https://www.petfinder.com/dog/titos-45788140/tx/corpus-christi/for-the-love-of-strays-tx1355/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Young,Male,Small,Short,[],Titos,"Titos is a 15 lb, year old terrier mix. Good with cats and dogs alike. Loves to play but great...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/1/?bust=1567115126&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/1/?bust=1567115126&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/1/?bust=1567115126&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/1/?bust=1567115126'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/2/?bust=1567115430&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/2/?bust=1567115430&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/2/?bust=1567115430&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/2/?bust=1567115430'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/3/?bust=1567116184&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/3/?bust=1567116184&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/3/?bust=1567116184&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788140/3/?bust=1567116184'}]",adopted,2019-12-27T20:19:33+0000,2019-08-29T21:47:44+0000,0.6011,Terrier,,True,False,Apricot / Beige,,,True,True,,False,True,True,True,True,fortheloveofstrays@yahoo.com,(361) 462-7911,P.O. Box 8122,,Corpus Christi,TX,78468,US,/v2/animals/45788140,/v2/types/dog,/v2/organizations/tx1355
76,45788031,TX1355,https://www.petfinder.com/dog/batgirl-45788031/tx/corpus-christi/for-the-love-of-strays-tx1355/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Baby,Female,Medium,Short,[],BatGirl,At beginning a little shy. After that HUGE snuggler!!,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788031/1/?bust=1567972270&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788031/1/?bust=1567972270&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788031/1/?bust=1567972270&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788031/1/?bust=1567972270'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788031/2/?bust=1567972270&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788031/2/?bust=1567972270&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788031/2/?bust=1567972270&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45788031/2/?bust=1567972270'}]",adopted,2019-09-22T01:19:24+0000,2019-08-29T21:27:06+0000,0.6011,Shepherd,,True,False,Black,Brown / Chocolate,,True,True,,False,True,True,True,True,fortheloveofstrays@yahoo.com,(361) 462-7911,P.O. Box 8122,,Corpus Christi,TX,78468,US,/v2/animals/45788031,/v2/types/dog,/v2/organizations/tx1355
77,45787994,TX1355,https://www.petfinder.com/dog/tulip-45787994/tx/corpus-christi/for-the-love-of-strays-tx1355/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Baby,Female,Small,Short,[],Tulip,"Hi, I am Tulip. I am a loving, happy 6 month old Terriermix, or so they guess. 
I am a...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/1/?bust=1567113545&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/1/?bust=1567113545&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/1/?bust=1567113545&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/1/?bust=1567113545'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/2/?bust=1567115393&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/2/?bust=1567115393&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/2/?bust=1567115393&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/2/?bust=1567115393'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/3/?bust=1567115393&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/3/?bust=1567115393&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/3/?bust=1567115393&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787994/3/?bust=1567115393'}]",adopted,2019-08-31T23:41:04+0000,2019-08-29T21:20:01+0000,0.6011,Terrier,,True,False,Black,White / Cream,,True,False,,False,True,True,True,,fortheloveofstrays@yahoo.com,(361) 462-7911,P.O. Box 8122,,Corpus Christi,TX,78468,US,/v2/animals/45787994,/v2/types/dog,/v2/organizations/tx1355
78,45787959,TX1355,https://www.petfinder.com/dog/indy-45787959/tx/corpus-christi/for-the-love-of-strays-tx1355/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Adult,Male,Small,Short,[],Indy,Indy is a small 5 year old Terrier mix that was dumped at a kill shelter by his previous owners....,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787959/1/?bust=1567113326&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787959/1/?bust=1567113326&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787959/1/?bust=1567113326&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45787959/1/?bust=1567113326'}]",adopted,2019-08-31T23:41:29+0000,2019-08-29T21:16:09+0000,0.6011,Terrier,,True,False,Brown / Chocolate,,,True,True,,False,True,True,True,,fortheloveofstrays@yahoo.com,(361) 462-7911,P.O. Box 8122,,Corpus Christi,TX,78468,US,/v2/animals/45787959,/v2/types/dog,/v2/organizations/tx1355
79,45782994,TX1355,https://www.petfinder.com/dog/nala-45782994/tx/corpus-christi/for-the-love-of-strays-tx1355/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Baby,Female,Small,Short,[],Nala,Nala is a 10 month old Terrier mix. She currently weighs about 15 lbs. She is a great puppy that...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45782994/1/?bust=1567113144&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45782994/1/?bust=1567113144&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45782994/1/?bust=1567113144&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45782994/1/?bust=1567113144'}]",adopted,2019-08-31T23:41:30+0000,2019-08-29T21:14:17+0000,0.6011,Terrier,,True,False,Black,Brown / Chocolate,White / Cream,True,False,,False,True,True,True,,fortheloveofstrays@yahoo.com,(361) 462-7911,P.O. Box 8122,,Corpus Christi,TX,78468,US,/v2/animals/45782994,/v2/types/dog,/v2/organizations/tx1355
80,45782877,TX1355,https://www.petfinder.com/dog/olaf-45782877/tx/corpus-christi/for-the-love-of-strays-tx1355/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Young,Male,Small,Short,[],Olaf,Olaf LOVES everyone! Olaf believes that we are all his best friend! This cute 1 year old Chi mix is...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45782877/1/?bust=1567092632&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45782877/1/?bust=1567092632&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45782877/1/?bust=1567092632&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45782877/1/?bust=1567092632'}]",adopted,2019-08-31T23:41:30+0000,2019-08-29T15:31:58+0000,0.6011,,,False,False,Apricot / Beige,,,True,True,,False,True,True,True,,fortheloveofstrays@yahoo.com,(361) 462-7911,P.O. Box 8122,,Corpus Christi,TX,78468,US,/v2/animals/45782877,/v2/types/dog,/v2/organizations/tx1355
81,45771322,TX2391,https://www.petfinder.com/dog/mojito-45771322/tx/corpus-christi/furever-united-rescue-tx2391/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Adult,Male,Small,Short,[],Mojito,Mojito is around 1 1/2 yrs old.  Loves to cuddle and gives kisses. He is good with cats and other...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/2/?bust=1567979061&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/2/?bust=1567979061&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/2/?bust=1567979061&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/2/?bust=1567979061'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/1/?bust=1567009659&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/1/?bust=1567009659&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/1/?bust=1567009659&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/1/?bust=1567009659'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/3/?bust=1567009693&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/3/?bust=1567009693&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/3/?bust=1567009693&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/3/?bust=1567009693'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/4/?bust=1567009703&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/4/?bust=1567009703&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/4/?bust=1567009703&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/4/?bust=1567009703'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/5/?bust=1567010181&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/5/?bust=1567010181&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/5/?bust=1567010181&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/5/?bust=1567010181'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/6/?bust=1567979061&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/6/?bust=1567979061&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/6/?bust=1567979061&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45771322/6/?bust=1567979061'}]",adopted,2019-10-03T01:05:00+0000,2019-08-28T16:37:11+0000,4.353,Chihuahua,,False,False,Black,White / Cream,Yellow / Tan / Blond / Fawn,True,True,,False,True,True,True,True,pnwadoptions@gmail.com,,,,Corpus Christi,TX,78415,US,/v2/animals/45771322,/v2/types/dog,/v2/organizations/tx2391
82,45760654,TX2391,https://www.petfinder.com/dog/hondo-45760654/tx/corpus-christi/furever-united-rescue-tx2391/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Senior,Male,Small,Short,[],Hondo,Hondo DOB 9/21/2010 Im good with other dogs and love to play tug of war. I also like playing in...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/1/?bust=1566928478&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/1/?bust=1566928478&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/1/?bust=1566928478&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/1/?bust=1566928478'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/2/?bust=1566928482&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/2/?bust=1566928482&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/2/?bust=1566928482&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/2/?bust=1566928482'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/3/?bust=1566928484&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/3/?bust=1566928484&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/3/?bust=1566928484&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45760654/3/?bust=1566928484'}]",adopted,2019-09-05T19:32:41+0000,2019-08-27T17:56:41+0000,4.353,Dachshund,,False,False,Brown / Chocolate,,,True,True,,False,True,False,True,,pnwadoptions@gmail.com,,,,Corpus Christi,TX,78415,US,/v2/animals/45760654,/v2/types/dog,/v2/organizations/tx2391
83,45712773,TX2391,https://www.petfinder.com/dog/olaf-45712773/tx/corpus-christi/furever-united-rescue-tx2391/?referrer_id=f635296f-071e-4c60-85dd-70fc748c7f81,Dog,Dog,Adult,Male,Small,Short,[],Olaf,Olaf is a very nice boy that likes to sit in your lap and just be pet- very lovable. Will...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/3/?bust=1567456992&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/3/?bust=1567456992&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/3/?bust=1567456992&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/3/?bust=1567456992'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/1/?bust=1566502380&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/1/?bust=1566502380&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/1/?bust=1566502380&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/1/?bust=1566502380'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/2/?bust=1566502383&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/2/?bust=1566502383&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/2/?bust=1566502383&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/2/?bust=1566502383'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/4/?bust=1567456993&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/4/?bust=1567456993&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/4/?bust=1567456993&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/4/?bust=1567456993'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/5/?bust=1567456994&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/5/?bust=1567456994&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/5/?bust=1567456994&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/5/?bust=1567456994'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/6/?bust=1567456995&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/6/?bust=1567456995&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/6/?bust=1567456995&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45712773/6/?bust=1567456995'}]",adopted,2019-09-25T21:33:53+0000,2019-08-22T19:34:28+0000,4.353,Chihuahua,,True,False,White / Cream,,,True,True,,False,True,True,True,True,pnwadoptions@gmail.com,,,,Corpus Christi,TX,78415,US,/v2/animals/45712773,/v2/types/dog,/v2/organizations/tx2391
